number,formid,form.section_1_farmer_identification.community,form.section_1_farmer_identification.first_name,form.section_1_farmer_identification.last_name,form.section_1_farmer_identification.gender,form.section_1_farmer_identification.date_of_birth,form.section_1_farmer_identification.national_id,form.section_1_farmer_identification.phone_number,form.section_1_farmer_identification.farmer_photograph,form.section_2_household_information.household_size,form.section_2_household_information.primary_occupation,form.section_2_household_information.farming_experience_years,form.section_3_farm_information.farm_ownership,form.section_3_farm_information.number_of_farm_plots,form.section_3_farm_information.primary_or_main_irrigation_source.choice,form.section_3_farm_information.primary_or_main_irrigation_source.specify_other,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.choice,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_groundnuts_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_maize_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_rice_hectares,form.section_5_livestock.livestock_and_number_kept_integer.choice,form.section_5_livestock.livestock_and_number_kept_integer.number_of_goats,form.section_5_livestock.livestock_and_number_kept_integer.number_of_rabbits,form.section_6_farm_location.farm_gps_location,form.section_7_consent.farmer_accepts_or_decline_to_participate_in_the_programme.choice,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user,gps_valid,farmer_age,registration_duration_minutes,registration_latitude,registration_longitude
850,acab9498-4337-474a-ad8d-126d45417ff7,community_02,Fatima,Usman,male,1976-10-29,,8099856995,https://www.commcarehq.org/photos/farmer_850.jpg,3,mixed_farming,30,family_land,2,river_stream,---,groundnuts maize,2.0,5.2,---,goats rabbits,13,4,10.5595732 7.4428207 0.0 20.0,yes,279f0ed2-0e0d-407e-bee9-368f8f781099,2026-06-09 00:05:00,2026-06-09,tester_02,2026-06-09 00:05:17,https://www.commcarehq.org/form/acab9498-4337-474a-ad8d-126d45417ff7,tester_02,True,49,5.0,10.5595732,7.4428207
851,c2ef7c17-5d24-4e2b-9c28-55e134253b44,community_02,Amina,Eze,female,2005-01-04,,8032024613,https://www.commcarehq.org/photos/farmer_851.jpg,3,crop_farming,1,owned,1,rain-fed,---,groundnuts rice,1.9,---,3.7,goats rabbits,11,7,10.4657205 7.41268 0.0 20.0,yes,b4f2ec28-5857-4f10-8d7a-a2eff64ccba1,2026-06-27 00:08:00,2026-06-27,tester_02,2026-06-27 00:08:17,https://www.commcarehq.org/form/c2ef7c17-5d24-4e2b-9c28-55e134253b44,tester_02,True,21,8.0,10.4657205,7.41268
852,83994266-d3b9-4613-98f8-da2864fbe0ca,community_07,Sarah,Abdullahi,female,1994-07-20,18451222568.0,8093572548,https://www.commcarehq.org/photos/farmer_852.jpg,7,mixed_farming,12,owned,3,borehole,---,rice,---,---,3.4,goats,4,---,10.3944078 7.5438251 0.0 20.0,yes,5e540f59-ac3e-4671-bc9e-5c5249b35193,2026-05-12 00:08:00,2026-05-12,tester_07,2026-05-12 00:08:09,https://www.commcarehq.org/form/83994266-d3b9-4613-98f8-da2864fbe0ca,tester_07,True,32,8.0,10.3944078,7.5438251
853,e7e99f69-24ca-41be-baa3-7f97f8b78b2f,community_03,James,Tanko,male,1994-10-24,60984795368.0,8034455733,https://www.commcarehq.org/photos/farmer_853.jpg,3,crop_farming,7,family_land,3,rain-fed,---,rice maize groundnuts,0.8,5.3,0.6,---,---,---,10.4217626 7.4340814 0.0 20.0,yes,cf928977-f49a-472b-9554-33e0da560263,2026-03-25 00:07:00,2026-03-25,tester_03,2026-03-25 00:07:05,https://www.commcarehq.org/form/e7e99f69-24ca-41be-baa3-7f97f8b78b2f,tester_03,True,31,7.0,10.4217626,7.4340814
854,da8b63e0-897b-41b4-aee8-f3d53700b3d0,community_04,Sarah,Ojo,male,1992-06-18,11427802517.0,8048537679,https://www.commcarehq.org/photos/farmer_854.jpg,5,crop_farming,2,owned,4,rain-fed,---,maize rice,---,5.1,2.1,---,---,---,10.3488416 7.5495519 0.0 20.0,yes,d2a5d71d-d830-4b3c-854d-74a4691381b8,2026-01-31 00:03:00,2026-01-31,tester_04,2026-01-31 00:03:11,https://www.commcarehq.org/form/da8b63e0-897b-41b4-aee8-f3d53700b3d0,tester_04,True,34,3.0,10.3488416,7.5495519
855,937eb2d6-77d3-4c21-8cd2-3aef126c0c70,community_04,Sarah,Tanko,male,1982-11-07,16939357002.0,8000233953,https://www.commcarehq.org/photos/farmer_855.jpg,8,crop_farming,24,family_land,1,rain-fed,---,rice maize groundnuts,2.1,3.4,1.0,goats,9,---,10.2119489 7.2675024 0.0 20.0,yes,5db6742a-9ba4-451d-9487-462ef848f7a0,2026-04-25 00:04:00,2026-04-25,tester_04,2026-04-25 00:04:05,https://www.commcarehq.org/form/937eb2d6-77d3-4c21-8cd2-3aef126c0c70,tester_04,True,43,4.0,10.2119489,7.2675024
856,970b81cd-76c9-483b-bf6a-9aa696579bd9,community_03,Mary,Abdullahi,male,1973-11-05,63612682895.0,8038989621,https://www.commcarehq.org/photos/farmer_856.jpg,11,livestock_farming,22,owned,2,rain-fed,---,maize rice,---,5.3,3.9,goats,19,---,10.4654248 7.2814149 0.0 20.0,yes,0946334d-ca51-451b-9725-105a9fbfa5f3,2026-06-18 00:05:00,2026-06-18,tester_03,2026-06-18 00:05:18,https://www.commcarehq.org/form/970b81cd-76c9-483b-bf6a-9aa696579bd9,tester_03,True,52,5.0,10.4654248,7.2814149
857,50767b8f-6e12-4886-9456-39acf18deec7,community_03,Grace,Sani,female,1986-02-07,,8070570243,https://www.commcarehq.org/photos/farmer_857.jpg,5,mixed_farming,3,family_land,3,rain-fed,---,rice maize,---,5.8,3.2,---,---,---,10.5481362 7.4672919 0.0 20.0,yes,50ca9f6a-3a2c-4ac6-9cbe-3f1e3d9d3612,2026-05-15 00:06:00,2026-05-15,tester_03,2026-05-15 00:06:16,https://www.commcarehq.org/form/50767b8f-6e12-4886-9456-39acf18deec7,tester_03,True,40,6.0,10.5481362,7.4672919
858,2e976e33-03fc-4468-9c25-f5f3b7eb7682,community_05,Amina,Bello,male,1988-04-01,23283623601.0,8032040616,https://www.commcarehq.org/photos/farmer_858.jpg,4,crop_farming,16,owned,1,borehole,---,rice,---,---,2.5,goats,7,---,10.5977132 7.2251136 0.0 20.0,yes,7e3e15c0-a416-4468-a7f7-2ff28e20298a,2026-02-24 00:06:00,2026-02-24,tester_05,2026-02-24 00:06:14,https://www.commcarehq.org/form/2e976e33-03fc-4468-9c25-f5f3b7eb7682,tester_05,True,38,6.0,10.5977132,7.2251136
859,c9199f0b-201b-4c6a-aadb-431069e10ba9,community_02,Samuel,Yakubu,male,1968-12-06,83048383467.0,8025027422,https://www.commcarehq.org/photos/farmer_859.jpg,8,mixed_farming,17,owned,6,borehole,---,rice maize,---,2.9,2.0,---,---,---,10.2371697 7.4772226 0.0 20.0,yes,5cbd83db-8d54-4b7b-b904-6324336c3535,2026-03-19 00:04:00,2026-03-19,tester_02,2026-03-19 00:04:10,https://www.commcarehq.org/form/c9199f0b-201b-4c6a-aadb-431069e10ba9,tester_02,True,57,4.0,10.2371697,7.4772226
860,0ce8ef2f-5699-4172-9136-1886ecb6cd74,community_02,Esther,Ali,female,1991-12-26,,8027630384,https://www.commcarehq.org/photos/farmer_860.jpg,10,mixed_farming,1,family_land,3,rain-fed,---,maize rice groundnuts,2.2,5.3,0.7,---,---,---,10.4151098 7.5359129 0.0 20.0,yes,284e6239-e26d-43cb-82fb-ba32bdfce3b2,2026-02-07 00:03:00,2026-02-07,tester_02,2026-02-07 00:03:09,https://www.commcarehq.org/form/0ce8ef2f-5699-4172-9136-1886ecb6cd74,tester_02,True,34,3.0,10.4151098,7.5359129
861,ff61371a-18e1-4e43-b5b4-3a316429b6d6,community_02,Mercy,Ibrahim,male,1958-11-21,15453927371.0,8096054385,https://www.commcarehq.org/photos/farmer_861.jpg,5,livestock_farming,22,owned,2,irrigation_scheme,---,rice maize,---,4.5,2.8,---,---,---,10.348736 7.5204567 0.0 20.0,yes,ef1c18d3-a67d-4e80-a978-9df07700fbc0,2026-05-24 00:07:00,2026-05-24,tester_02,2026-05-24 00:07:05,https://www.commcarehq.org/form/ff61371a-18e1-4e43-b5b4-3a316429b6d6,tester_02,True,67,7.0,10.348736,7.5204567
862,92f203c5-0e4e-451d-9c4a-3f300cf8ea32,community_01,Daniel,Johnson,male,1969-08-23,,8062262424,https://www.commcarehq.org/photos/farmer_862.jpg,5,crop_farming,13,leased,4,rain-fed,---,rice,---,---,2.3,goats,16,---,10.5461835 7.2549152 0.0 20.0,yes,000946c6-71e2-4f56-b066-f717eec8c5c4,2026-01-22 00:07:00,2026-01-22,tester_01,2026-01-22 00:07:07,https://www.commcarehq.org/form/92f203c5-0e4e-451d-9c4a-3f300cf8ea32,tester_01,True,56,7.0,10.5461835,7.2549152
863,b0099d27-b867-4b3d-8b17-3e63962ef318,community_04,Esther,Samuel,female,1980-12-15,40499772736.0,8028500211,https://www.commcarehq.org/photos/farmer_863.jpg,4,livestock_farming,14,owned,5,borehole,---,rice groundnuts maize,0.8,1.7,0.8,goats,25,---,10.4462411 7.2309681 0.0 20.0,yes,4d6a13de-e162-49de-830a-f593f8c4f5f9,2026-01-12 00:02:00,2026-01-12,tester_04,2026-01-12 00:02:16,https://www.commcarehq.org/form/b0099d27-b867-4b3d-8b17-3e63962ef318,tester_04,True,45,2.0,10.4462411,7.2309681
864,4842c6a1-029c-4f8d-9b0c-2623b344dc1a,community_01,Hauwa,Bello,male,1991-09-16,,8046084736,https://www.commcarehq.org/photos/farmer_864.jpg,3,crop_farming,17,family_land,1,river_stream,---,maize rice groundnuts,0.8,0.7,0.8,rabbits,---,10,10.243494 7.4199039 0.0 20.0,yes,014a2870-19ad-4489-a6e3-fc0b54704447,2026-03-28 00:08:00,2026-03-28,tester_01,2026-03-28 00:08:11,https://www.commcarehq.org/form/4842c6a1-029c-4f8d-9b0c-2623b344dc1a,tester_01,True,34,8.0,10.243494,7.4199039
865,756bf927-7e52-4fb9-b61f-592f45ed6862,community_06,Mary,Ahmed,female,1994-06-17,91959506296.0,8012714381,https://www.commcarehq.org/photos/farmer_865.jpg,4,livestock_farming,6,owned,2,rain-fed,---,maize rice,---,1.4,2.1,goats,3,---,10.362073 7.5566589 0.0 20.0,yes,133b8dd0-2937-4b42-b8b9-56d4734165a7,2026-02-06 00:05:00,2026-02-06,tester_06,2026-02-06 00:05:15,https://www.commcarehq.org/form/756bf927-7e52-4fb9-b61f-592f45ed6862,tester_06,True,32,5.0,10.362073,7.5566589
866,496c6de6-fa4f-4f3f-87e4-54c1396f3398,community_01,Amina,Michael,female,1952-10-11,89140209610.0,8004001603,https://www.commcarehq.org/photos/farmer_866.jpg,8,livestock_farming,24,family_land,1,rain-fed,---,groundnuts rice maize,1.2,2.2,2.5,goats,4,---,10.3674414 7.3892321 0.0 20.0,yes,e8ac9b48-8e2f-4ecb-b473-5d4dead72b49,2026-04-24 00:06:00,2026-04-24,tester_01,2026-04-24 00:06:14,https://www.commcarehq.org/form/496c6de6-fa4f-4f3f-87e4-54c1396f3398,tester_01,True,73,6.0,10.3674414,7.3892321
867,e329b74f-c048-4751-9180-9d644f7a7bc3,community_02,Deborah,James,female,1994-02-21,47294936770.0,8045393107,https://www.commcarehq.org/photos/farmer_867.jpg,1,crop_farming,9,owned,6,rain-fed,---,maize rice,---,4.8,1.3,goats rabbits,9,32,10.4834673 7.3473218 0.0 20.0,yes,dc7187ea-97c5-4901-b484-5317445b6376,2026-04-30 00:07:00,2026-04-30,tester_02,2026-04-30 00:07:06,https://www.commcarehq.org/form/e329b74f-c048-4751-9180-9d644f7a7bc3,tester_02,True,32,7.0,10.4834673,7.3473218
868,65460cd5-7395-4849-9c36-f3426c60682e,community_01,Joy,Sani,female,2004-03-09,16223292994.0,8061709208,https://www.commcarehq.org/photos/farmer_868.jpg,5,crop_farming,2,leased,3,borehole,---,maize,---,4.4,---,---,---,---,10.4116744 7.3816053 0.0 20.0,yes,133b4b0e-58c8-4eb4-b8e9-fb6344eb884d,2026-04-06 00:02:00,2026-04-06,tester_01,2026-04-06 00:02:16,https://www.commcarehq.org/form/65460cd5-7395-4849-9c36-f3426c60682e,tester_01,True,22,2.0,10.4116744,7.3816053
869,5f1bfe9f-90e0-433e-bbd3-95d929d02a63,community_04,Ruth,Balogun,male,1977-03-13,21602617532.0,8096785765,https://www.commcarehq.org/photos/farmer_869.jpg,10,livestock_farming,13,owned,6,borehole,---,rice maize,---,0.8,1.7,---,---,---,10.5712306 7.5480454 0.0 20.0,yes,d70dbbe9-4b01-44a5-8b94-505dbcf97af2,2026-03-27 00:06:00,2026-03-27,tester_04,2026-03-27 00:06:11,https://www.commcarehq.org/form/5f1bfe9f-90e0-433e-bbd3-95d929d02a63,tester_04,True,49,6.0,10.5712306,7.5480454
870,d1629f2c-5ea4-4ae1-98e3-620818fe4e2e,community_07,Daniel,Ali,male,1980-01-06,62660421070.0,8010564674,https://www.commcarehq.org/photos/farmer_870.jpg,7,crop_farming,5,leased,3,borehole,---,groundnuts,1.9,---,---,---,---,---,10.4958015 7.2105558 0.0 20.0,yes,a4a8052e-65a8-4e61-9165-12e574748525,2026-02-26 00:05:00,2026-02-26,tester_07,2026-02-26 00:05:05,https://www.commcarehq.org/form/d1629f2c-5ea4-4ae1-98e3-620818fe4e2e,tester_07,True,46,5.0,10.4958015,7.2105558
871,1d5e7627-00fb-461b-a4eb-e38d36ce76e3,community_04,Fatima,Okafor,male,1978-06-09,,8008944109,https://www.commcarehq.org/photos/farmer_871.jpg,8,crop_farming,16,leased,6,rain-fed,---,rice,---,---,1.8,goats rabbits,5,23,10.370721 7.4624152 0.0 20.0,yes,895b5801-07d1-4e9f-902b-bd922fe9b50c,2026-04-13 00:04:00,2026-04-13,tester_04,2026-04-13 00:04:18,https://www.commcarehq.org/form/1d5e7627-00fb-461b-a4eb-e38d36ce76e3,tester_04,True,48,4.0,10.370721,7.4624152
872,dea7dc95-072a-4e10-9839-188e401f016a,community_01,Ruth,Ali,male,1987-01-07,90737469108.0,8069813889,https://www.commcarehq.org/photos/farmer_872.jpg,5,mixed_farming,19,leased,3,rain-fed,---,rice groundnuts maize,0.6,3.5,0.9,---,---,---,10.5241894 7.4099765 0.0 20.0,yes,2a3ffe55-d7b1-45e3-8166-4879032dc870,2026-02-18 00:04:00,2026-02-18,tester_01,2026-02-18 00:04:08,https://www.commcarehq.org/form/dea7dc95-072a-4e10-9839-188e401f016a,tester_01,True,39,4.0,10.5241894,7.4099765
873,b671ff43-2e69-4475-a8ee-ef723066f493,community_04,Suleiman,James,male,1977-11-25,,8024286663,https://www.commcarehq.org/photos/farmer_873.jpg,7,crop_farming,20,owned,2,rain-fed,---,groundnuts,2.6,---,---,rabbits,---,26,10.5568235 7.3703143 0.0 20.0,yes,a16fb4fe-f134-4f47-8208-23a22cde3b77,2026-02-08 00:05:00,2026-02-08,tester_04,2026-02-08 00:05:20,https://www.commcarehq.org/form/b671ff43-2e69-4475-a8ee-ef723066f493,tester_04,True,48,5.0,10.5568235,7.3703143
874,2147d911-ac95-4a36-b95e-d9045142affd,community_01,Fatima,Okafor,male,1983-03-27,17208002343.0,8020742331,https://www.commcarehq.org/photos/farmer_874.jpg,8,crop_farming,11,family_land,1,rain-fed,---,rice,---,---,2.9,---,---,---,10.3014324 7.4016723 0.0 20.0,yes,5a74b14b-59f7-472b-a79c-ae07c2db7ca2,2026-05-23 00:03:00,2026-05-23,tester_01,2026-05-23 00:03:17,https://www.commcarehq.org/form/2147d911-ac95-4a36-b95e-d9045142affd,tester_01,True,43,3.0,10.3014324,7.4016723
875,8eb5b38c-fb5e-44a0-a1a9-078daffbf0a4,community_04,Ahmed,Okafor,male,1974-11-25,35656221222.0,8081244490,https://www.commcarehq.org/photos/farmer_875.jpg,4,mixed_farming,29,owned,3,rain-fed,---,rice maize,---,4.8,3.2,---,---,---,10.281536 7.5658513 0.0 20.0,yes,e9328838-7571-40d7-93fd-cbecdf79f8e3,2026-02-24 00:04:00,2026-02-24,tester_04,2026-02-24 00:04:15,https://www.commcarehq.org/form/8eb5b38c-fb5e-44a0-a1a9-078daffbf0a4,tester_04,True,51,4.0,10.281536,7.5658513
876,0ead79a6-2de4-44bf-a15e-180903591403,community_02,Peter,Yakubu,female,1997-01-20,29703637046.0,8084020737,https://www.commcarehq.org/photos/farmer_876.jpg,5,crop_farming,10,owned,1,rain-fed,---,maize groundnuts,2.5,3.7,---,goats,14,---,10.3089104 7.5096043 0.0 20.0,yes,a79994f7-35d1-4a14-acf8-6d28fe77c64f,2026-03-11 00:04:00,2026-03-11,tester_02,2026-03-11 00:04:08,https://www.commcarehq.org/form/0ead79a6-2de4-44bf-a15e-180903591403,tester_02,True,29,4.0,10.3089104,7.5096043
877,e75673fb-29ef-40ae-8687-c9969444f7a5,community_01,Yusuf,Bello,male,2000-09-07,38442277548.0,8038190875,https://www.commcarehq.org/photos/farmer_877.jpg,8,livestock_farming,2,owned,1,river_stream,---,groundnuts maize rice,2.9,2.4,2.4,---,---,---,10.2310256 7.235661 0.0 20.0,yes,0e8221b9-8905-426c-8541-db08d8842187,2026-01-10 00:08:00,2026-01-10,tester_01,2026-01-10 00:08:11,https://www.commcarehq.org/form/e75673fb-29ef-40ae-8687-c9969444f7a5,tester_01,True,25,8.0,10.2310256,7.235661
878,9e384867-2ba3-4341-bed7-98e668087a3a,community_02,Daniel,David,male,2002-02-11,,8081183341,https://www.commcarehq.org/photos/farmer_878.jpg,4,crop_farming,3,family_land,3,rain-fed,---,groundnuts maize rice,1.7,5.7,3.1,goats,11,---,10.3539685 7.5652279 0.0 20.0,yes,9d78af5a-ec45-48e9-aa5b-d9007a86eb6a,2026-06-09 00:04:00,2026-06-09,tester_02,2026-06-09 00:04:13,https://www.commcarehq.org/form/9e384867-2ba3-4341-bed7-98e668087a3a,tester_02,True,24,4.0,10.3539685,7.5652279
879,aaab478e-3849-4fec-b0ba-7c6be14181d0,community_03,Grace,Balogun,female,1992-09-20,22821690891.0,8005711127,https://www.commcarehq.org/photos/farmer_879.jpg,10,crop_farming,4,owned,6,rain-fed,---,maize rice groundnuts,2.2,1.0,3.1,---,---,---,10.276698 7.4696446 0.0 20.0,yes,90310c12-5ad9-4051-981e-8577b120241f,2026-04-03 00:07:00,2026-04-03,tester_03,2026-04-03 00:07:05,https://www.commcarehq.org/form/aaab478e-3849-4fec-b0ba-7c6be14181d0,tester_03,True,33,7.0,10.276698,7.4696446
880,2fe83969-8648-4856-922c-a42a5e524145,community_01,Ibrahim,Eze,female,2001-07-16,,8031603410,https://www.commcarehq.org/photos/farmer_880.jpg,5,mixed_farming,2,owned,3,rain-fed,---,rice,---,---,1.5,---,---,---,10.3081339 7.2451612 0.0 20.0,yes,e14dabeb-5865-4c9e-9c7b-db58ceb9be78,2026-01-02 00:08:00,2026-01-02,tester_01,2026-01-02 00:08:07,https://www.commcarehq.org/form/2fe83969-8648-4856-922c-a42a5e524145,tester_01,True,25,8.0,10.3081339,7.2451612
881,864a6371-baf8-492e-8913-ac8a8f1332b9,community_02,Esther,Samuel,female,1986-09-17,49174384344.0,8084198804,https://www.commcarehq.org/photos/farmer_881.jpg,3,mixed_farming,10,family_land,2,rain-fed,---,maize rice groundnuts,2.1,3.8,2.9,goats,7,---,10.4399432 7.2989172 0.0 20.0,yes,d9d594d4-44a4-406f-a317-c8cceaa53689,2026-06-21 00:04:00,2026-06-21,tester_02,2026-06-21 00:04:08,https://www.commcarehq.org/form/864a6371-baf8-492e-8913-ac8a8f1332b9,tester_02,True,39,4.0,10.4399432,7.2989172
882,e5b246d3-81fb-4761-bd84-5000169f2b3b,community_07,Musa,Mohammed,female,1981-04-06,,8075001582,https://www.commcarehq.org/photos/farmer_882.jpg,5,mixed_farming,8,owned,3,borehole,---,rice,---,---,0.9,---,---,---,10.5684543 7.3578144 0.0 20.0,yes,ac7b5207-bd7b-4457-8708-aad05577ff0e,2026-05-03 00:08:00,2026-05-03,tester_07,2026-05-03 00:08:07,https://www.commcarehq.org/form/e5b246d3-81fb-4761-bd84-5000169f2b3b,tester_07,True,45,8.0,10.5684543,7.3578144
883,aeed7be5-501e-4097-86a0-424555747fa6,community_05,Emmanuel,Isa,male,2005-02-27,68140527073.0,8040433191,https://www.commcarehq.org/photos/farmer_883.jpg,8,mixed_farming,2,family_land,2,irrigation_scheme,---,groundnuts maize,1.7,1.3,---,goats,22,---,10.5173967 7.5371351 0.0 20.0,yes,8c7173a6-f810-490e-9d9b-db1a1fc884ef,2026-03-03 00:08:00,2026-03-03,tester_05,2026-03-03 00:08:11,https://www.commcarehq.org/form/aeed7be5-501e-4097-86a0-424555747fa6,tester_05,True,21,8.0,10.5173967,7.5371351
884,70119407-701b-43c0-8981-a2c470f258b0,community_05,Naomi,Abdullahi,male,1996-07-29,,8077492493,https://www.commcarehq.org/photos/farmer_884.jpg,4,crop_farming,12,family_land,3,rain-fed,---,maize,---,6.5,---,goats,25,---,10.483831 7.2935734 0.0 20.0,yes,c606ef11-4b54-43c6-b0cc-1f1b7ac83b31,2026-06-29 00:03:00,2026-06-29,tester_05,2026-06-29 00:03:12,https://www.commcarehq.org/form/70119407-701b-43c0-8981-a2c470f258b0,tester_05,True,30,3.0,10.483831,7.2935734
885,18740a70-a317-486d-b9e0-2a5fe593dec2,community_04,Mary,Abdullahi,male,1967-09-24,97537131999.0,8016185408,https://www.commcarehq.org/photos/farmer_885.jpg,8,mixed_farming,15,owned,2,rain-fed,---,rice maize groundnuts,0.7,1.0,2.0,rabbits,---,7,10.4603203 7.3274994 0.0 20.0,yes,1de595e0-3f8a-4994-8bea-600a0b1c3bb9,2026-04-30 00:07:00,2026-04-30,tester_04,2026-04-30 00:07:06,https://www.commcarehq.org/form/18740a70-a317-486d-b9e0-2a5fe593dec2,tester_04,True,58,7.0,10.4603203,7.3274994
886,2cd86ee6-eeca-42f8-8b54-f41d94a177b9,community_03,Joy,Ibrahim,female,1965-11-05,85413569007.0,8099566737,https://www.commcarehq.org/photos/farmer_886.jpg,6,livestock_farming,9,family_land,1,rain-fed,---,rice maize,---,0.9,3.2,goats,10,---,10.3111616 7.268526 0.0 20.0,yes,d52ff775-3349-41fe-a333-f5f60b7c9262,2026-05-30 00:04:00,2026-05-30,tester_03,2026-05-30 00:04:15,https://www.commcarehq.org/form/2cd86ee6-eeca-42f8-8b54-f41d94a177b9,tester_03,True,60,4.0,10.3111616,7.268526
887,bb1491db-c383-4447-b885-9c5e314f7a6e,community_01,Joy,Tanko,female,1980-09-02,24148246205.0,8052617905,https://www.commcarehq.org/photos/farmer_887.jpg,6,crop_farming,28,family_land,2,borehole,---,rice groundnuts maize,2.3,2.0,2.2,---,---,---,10.256945 7.2949032 0.0 20.0,yes,bca1d8f1-ab74-4f09-b690-323409c60923,2026-06-29 00:05:00,2026-06-29,tester_01,2026-06-29 00:05:19,https://www.commcarehq.org/form/bb1491db-c383-4447-b885-9c5e314f7a6e,tester_01,True,45,5.0,10.256945,7.2949032
888,8c112ddd-b6af-4bd1-8f09-df3c596fa2e1,community_06,Grace,Ogunleye,male,1961-03-29,25225626984.0,8010075677,https://www.commcarehq.org/photos/farmer_888.jpg,5,crop_farming,44,leased,2,dam_reservoir,---,groundnuts,2.8,---,---,goats,12,---,10.3692446 7.502968 0.0 20.0,yes,28eaf10e-c521-4a41-8409-a14c00292a66,2026-02-25 00:02:00,2026-02-25,tester_06,2026-02-25 00:02:07,https://www.commcarehq.org/form/8c112ddd-b6af-4bd1-8f09-df3c596fa2e1,tester_06,True,65,2.0,10.3692446,7.502968
889,64a1e20f-5af8-47ac-9f21-c1570998fbd2,community_02,Joy,Daniel,male,1965-10-16,15328928341.0,8087398602,https://www.commcarehq.org/photos/farmer_889.jpg,1,crop_farming,36,leased,4,irrigation_scheme,---,groundnuts,1.8,---,---,goats,24,---,10.4175893 7.3790957 0.0 20.0,yes,0768c9f0-a45b-4c0b-adf9-47e00aff4ebf,2026-03-09 00:05:00,2026-03-09,tester_02,2026-03-09 00:05:07,https://www.commcarehq.org/form/64a1e20f-5af8-47ac-9f21-c1570998fbd2,tester_02,True,60,5.0,10.4175893,7.3790957
890,9f11936b-9564-432b-990c-465bb4b91b57,community_03,Mercy,Ibrahim,male,1983-04-09,,8026490692,https://www.commcarehq.org/photos/farmer_890.jpg,8,crop_farming,7,owned,5,rain-fed,---,groundnuts,1.2,---,---,goats rabbits,4,20,10.24421 7.2487835 0.0 20.0,yes,0e05201d-9c07-47a0-a135-bdf37f059b58,2026-03-27 00:07:00,2026-03-27,tester_03,2026-03-27 00:07:19,https://www.commcarehq.org/form/9f11936b-9564-432b-990c-465bb4b91b57,tester_03,True,43,7.0,10.24421,7.2487835
891,455b1049-a829-4c7a-8512-bc41091be613,community_04,Sarah,Musa,female,1973-07-29,,8065379464,https://www.commcarehq.org/photos/farmer_891.jpg,3,mixed_farming,32,family_land,2,rain-fed,---,maize groundnuts,1.0,3.4,---,rabbits,---,15,10.4425886 7.2336098 0.0 20.0,yes,c3f1b264-a57e-4f7e-8069-240bb9fa0682,2026-02-27 00:06:00,2026-02-27,tester_04,2026-02-27 00:06:19,https://www.commcarehq.org/form/455b1049-a829-4c7a-8512-bc41091be613,tester_04,True,53,6.0,10.4425886,7.2336098
892,dcc63098-13be-4c8f-a9ff-52706fca7b38,community_05,Paul,Isa,male,1983-06-23,87811532027.0,8023598074,https://www.commcarehq.org/photos/farmer_892.jpg,8,mixed_farming,22,owned,3,borehole,---,rice groundnuts maize,2.1,5.3,1.7,---,---,---,10.3325806 7.2770823 0.0 20.0,yes,903d4061-d93c-4b9d-8acd-68642ab5ac1a,2026-05-19 00:07:00,2026-05-19,tester_05,2026-05-19 00:07:15,https://www.commcarehq.org/form/dcc63098-13be-4c8f-a9ff-52706fca7b38,tester_05,True,43,7.0,10.3325806,7.2770823
893,a3cfc36c-17a0-487a-b311-c638a0e81a37,community_02,Joseph,Balogun,male,1992-02-04,43359901663.0,8054630458,https://www.commcarehq.org/photos/farmer_893.jpg,1,livestock_farming,3,family_land,1,borehole,---,groundnuts,2.2,---,---,goats,23,---,10.4875954 7.5023047 0.0 20.0,yes,027b5c8f-7679-418b-b686-a21a5e8b9f27,2026-03-10 00:04:00,2026-03-10,tester_02,2026-03-10 00:04:06,https://www.commcarehq.org/form/a3cfc36c-17a0-487a-b311-c638a0e81a37,tester_02,True,34,4.0,10.4875954,7.5023047
894,49bf7ede-6e0f-4bf0-a1b9-c48b49e38e1a,community_03,Elizabeth,Yakubu,female,1978-11-16,,8055958681,https://www.commcarehq.org/photos/farmer_894.jpg,9,crop_farming,5,family_land,1,rain-fed,---,maize rice groundnuts,3.0,5.2,1.5,goats,16,---,10.3967125 7.4771402 0.0 20.0,yes,b591592f-f5a2-4964-ab92-2cd91abdb585,2026-03-13 00:02:00,2026-03-13,tester_03,2026-03-13 00:02:05,https://www.commcarehq.org/form/49bf7ede-6e0f-4bf0-a1b9-c48b49e38e1a,tester_03,True,47,2.0,10.3967125,7.4771402
895,c35f0c88-b68b-48d0-b81b-9434ade8043a,community_07,Musa,Sani,male,1977-12-11,28354205229.0,8091289025,https://www.commcarehq.org/photos/farmer_895.jpg,1,mixed_farming,15,family_land,1,rain-fed,---,rice,---,---,1.5,goats,2,---,10.2538415 7.536043 0.0 20.0,yes,ad1583a0-b36c-4f11-9017-f4daa06ee598,2026-05-16 00:06:00,2026-05-16,tester_07,2026-05-16 00:06:20,https://www.commcarehq.org/form/c35f0c88-b68b-48d0-b81b-9434ade8043a,tester_07,True,48,6.0,10.2538415,7.536043
