number,formid,form.section_1_farmer_identification.community,form.section_1_farmer_identification.first_name,form.section_1_farmer_identification.last_name,form.section_1_farmer_identification.gender,form.section_1_farmer_identification.date_of_birth,form.section_1_farmer_identification.national_id,form.section_1_farmer_identification.phone_number,form.section_1_farmer_identification.farmer_photograph,form.section_2_household_information.household_size,form.section_2_household_information.primary_occupation,form.section_2_household_information.farming_experience_years,form.section_3_farm_information.farm_ownership,form.section_3_farm_information.number_of_farm_plots,form.section_3_farm_information.primary_or_main_irrigation_source.choice,form.section_3_farm_information.primary_or_main_irrigation_source.specify_other,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.choice,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_groundnuts_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_maize_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_rice_hectares,form.section_5_livestock.livestock_and_number_kept_integer.choice,form.section_5_livestock.livestock_and_number_kept_integer.number_of_goats,form.section_5_livestock.livestock_and_number_kept_integer.number_of_rabbits,form.section_6_farm_location.farm_gps_location,form.section_7_consent.farmer_accepts_or_decline_to_participate_in_the_programme.choice,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user,gps_valid
917,57d24b60-ddfc-47ef-be32-5d6210812d1f,community_03,Blessing,David,male,2004-12-08,48381557110.0,08037539981,https://www.commcarehq.org/photos/farmer_917.jpg,7,mixed_farming,3,owned,2,irrigation_scheme,---,groundnuts rice,2.5,---,2.4,---,---,---,10.5540903 7.4148793 0.0 20.0,yes,e7506942-a7d8-4f48-80bc-2d4574773314,2026-01-18 00:05:00,2026-01-18,tester,2026-01-18 00:05:09,https://www.commcarehq.org/form/57d24b60-ddfc-47ef-be32-5d6210812d1f,tester,True
918,d8090001-c12c-4456-a951-ce91e63e0dac,community_02,Ahmed,David,female,1976-09-02,,08097942466,https://www.commcarehq.org/photos/farmer_918.jpg,6,crop_farming,19,owned,3,river_stream,---,rice maize,---,1.6,2.2,---,---,---,10.5946413 7.2361823 0.0 20.0,yes,8d3a93e5-0f10-4961-ae11-1be9bf935bcf,2026-02-03 00:07:00,2026-02-03,tester,2026-02-03 00:07:20,https://www.commcarehq.org/form/d8090001-c12c-4456-a951-ce91e63e0dac,tester,True
919,378e76d3-ca1c-41ac-b65a-61d931af80fd,community_06,Hauwa,Lawal,male,1967-02-06,,08078819411,https://www.commcarehq.org/photos/farmer_919.jpg,5,mixed_farming,23,family_land,5,river_stream,---,maize rice groundnuts,0.9,1.1,1.7,goats,22,---,10.4406502 7.5941644 0.0 20.0,yes,4f4c4905-030c-43c9-98bb-639d6428c1d8,2026-05-14 00:03:00,2026-05-14,tester,2026-05-14 00:03:14,https://www.commcarehq.org/form/378e76d3-ca1c-41ac-b65a-61d931af80fd,tester,True
920,d41f4edf-4d61-4961-a3f9-7b9f3cf112db,community_02,Sarah,David,male,1988-05-25,,08000438780,https://www.commcarehq.org/photos/farmer_920.jpg,11,mixed_farming,7,family_land,5,rain-fed,---,rice groundnuts maize,2.9,3.6,3.5,---,---,---,10.4432406 7.3862522 0.0 20.0,yes,f49f5288-d503-46f5-948d-c8e0a55972b0,2026-03-11 00:02:00,2026-03-11,tester,2026-03-11 00:02:14,https://www.commcarehq.org/form/d41f4edf-4d61-4961-a3f9-7b9f3cf112db,tester,True
921,c14a8526-eb64-4644-8354-f28ddc82d459,community_07,John,Bello,male,1978-11-08,33868259457.0,08023691846,https://www.commcarehq.org/photos/farmer_921.jpg,6,crop_farming,3,owned,2,dam_reservoir,---,maize rice,---,3.8,0.9,rabbits,---,26,10.3625146 7.2423011 0.0 20.0,yes,94e7bc92-e8e8-4ed1-a319-f0b255e640a1,2026-03-05 00:06:00,2026-03-05,tester,2026-03-05 00:06:11,https://www.commcarehq.org/form/c14a8526-eb64-4644-8354-f28ddc82d459,tester,True
922,8c6c86e6-93a3-48cc-97d7-9eb2c73decf1,community_06,Blessing,Balogun,female,1983-11-18,,08089390882,https://www.commcarehq.org/photos/farmer_922.jpg,4,crop_farming,24,owned,3,rain-fed,---,maize,---,5.4,---,---,---,---,10.5538262 7.4259887 0.0 20.0,yes,c4d28564-c540-4770-8e49-98224baaba05,2026-06-04 00:08:00,2026-06-04,tester,2026-06-04 00:08:06,https://www.commcarehq.org/form/8c6c86e6-93a3-48cc-97d7-9eb2c73decf1,tester,True
923,d9e48847-f839-42b9-9f4f-f22cb8ad0430,community_02,Elizabeth,James,female,2001-01-11,60626980028.0,08036021709,https://www.commcarehq.org/photos/farmer_923.jpg,12,livestock_farming,6,family_land,4,borehole,---,groundnuts maize,1.1,1.8,---,goats,10,---,10.2641472 7.5112549 0.0 20.0,yes,e7c12fbc-4b63-4cae-9eb7-112adb2be3c4,2026-04-18 00:06:00,2026-04-18,tester,2026-04-18 00:06:07,https://www.commcarehq.org/form/d9e48847-f839-42b9-9f4f-f22cb8ad0430,tester,True
924,ffd80397-4b1c-451b-b0e0-daadf965229a,community_02,Rebecca,Ogunleye,female,1965-08-27,29882483110.0,08018472158,https://www.commcarehq.org/photos/farmer_924.jpg,7,livestock_farming,21,family_land,4,rain-fed,---,groundnuts rice,0.5,---,2.6,---,---,---,10.2846826 7.5901878 0.0 20.0,yes,7547f436-63f3-4b40-83c4-8eac2e9305ec,2026-04-19 00:07:00,2026-04-19,tester,2026-04-19 00:07:20,https://www.commcarehq.org/form/ffd80397-4b1c-451b-b0e0-daadf965229a,tester,True
925,4437ecad-0c21-4c1f-acc6-5108fc0be87e,community_07,Naomi,Johnson,male,1990-05-10,97885859041.0,08002862783,https://www.commcarehq.org/photos/farmer_925.jpg,8,crop_farming,3,owned,3,rain-fed,---,maize,---,2.4,---,goats,4,---,10.4058694 7.2432901 0.0 20.0,yes,14e0a0f8-e512-4533-ae4f-229079911e5f,2026-05-08 00:05:00,2026-05-08,tester,2026-05-08 00:05:17,https://www.commcarehq.org/form/4437ecad-0c21-4c1f-acc6-5108fc0be87e,tester,True
926,213a3f29-311b-481c-8766-bfe9995716c3,community_03,Joy,Okafor,male,1980-12-14,44051962597.0,08074318756,https://www.commcarehq.org/photos/farmer_926.jpg,1,livestock_farming,11,owned,2,rain-fed,---,rice maize groundnuts,1.6,1.3,2.2,goats rabbits,10,11,10.5742855 7.322754 0.0 20.0,yes,16eb1ced-473d-489d-93ad-1693472ea55e,2026-06-08 00:08:00,2026-06-08,tester,2026-06-08 00:08:20,https://www.commcarehq.org/form/213a3f29-311b-481c-8766-bfe9995716c3,tester,True
927,e51e637c-16f2-4917-8ec5-dd2f424430a6,community_01,Fatima,Garba,female,1998-09-25,91673703602.0,08073739116,https://www.commcarehq.org/photos/farmer_927.jpg,2,livestock_farming,9,owned,2,borehole,---,rice maize groundnuts,2.0,6.0,2.1,---,---,---,10.4625084 7.5006097 0.0 20.0,yes,98ebc754-1a29-43bb-a9bc-0cfeefc4fc6e,2026-06-25 00:06:00,2026-06-25,tester,2026-06-25 00:06:05,https://www.commcarehq.org/form/e51e637c-16f2-4917-8ec5-dd2f424430a6,tester,True
928,ae06a9a3-20e7-40af-9ac1-43a34edd193d,community_01,Samuel,Yakubu,male,1989-12-22,42478577987.0,08046096241,https://www.commcarehq.org/photos/farmer_928.jpg,8,crop_farming,11,owned,1,rain-fed,---,rice,---,---,2.2,goats,14,---,10.5401108 7.2842861 0.0 20.0,yes,812b5dcf-3d1b-4cf4-9fa7-a0a282bf0d49,2026-02-06 00:04:00,2026-02-06,tester,2026-02-06 00:04:19,https://www.commcarehq.org/form/ae06a9a3-20e7-40af-9ac1-43a34edd193d,tester,True
929,d8450741-bb8f-4592-8c09-7cd1602e36de,community_05,Rebecca,Ibrahim,male,1952-10-16,,08061972176,https://www.commcarehq.org/photos/farmer_929.jpg,5,livestock_farming,27,owned,1,dam_reservoir,---,rice maize,---,1.0,0.7,goats,18,---,10.4008614 7.419559 0.0 20.0,yes,6d12e860-59ea-4c61-9f48-2043369f4a63,2026-05-14 00:07:00,2026-05-14,tester,2026-05-14 00:07:20,https://www.commcarehq.org/form/d8450741-bb8f-4592-8c09-7cd1602e36de,tester,True
930,c7194cad-fa7a-40c4-a2d1-c801618b0e39,community_07,Hauwa,Isa,male,1992-06-30,,08067693547,https://www.commcarehq.org/photos/farmer_930.jpg,6,crop_farming,2,leased,3,borehole,---,rice,---,---,1.4,goats,14,---,10.2762456 7.3875664 0.0 20.0,yes,f25bf4bf-a440-4152-9a04-f91dafbc4f61,2026-02-04 00:07:00,2026-02-04,tester,2026-02-04 00:07:11,https://www.commcarehq.org/form/c7194cad-fa7a-40c4-a2d1-c801618b0e39,tester,True
931,1c29a1eb-d6e3-4d29-b57e-3709d7cc4d1b,community_04,Ruth,Eze,female,1986-10-02,,08006190307,https://www.commcarehq.org/photos/farmer_931.jpg,1,crop_farming,5,owned,1,river_stream,---,rice groundnuts maize,1.2,0.5,2.4,goats rabbits,17,17,10.2488773 7.4379217 0.0 20.0,yes,0e17b784-24b1-45f4-9d10-ecbd3c5a07f5,2026-02-17 00:02:00,2026-02-17,tester,2026-02-17 00:02:08,https://www.commcarehq.org/form/1c29a1eb-d6e3-4d29-b57e-3709d7cc4d1b,tester,True
932,fc0adbd8-123b-49b2-998e-b357f19db98c,community_02,Daniel,Eze,male,1973-05-25,,08046356001,https://www.commcarehq.org/photos/farmer_932.jpg,7,crop_farming,30,owned,2,irrigation_scheme,---,maize,---,5.6,---,---,---,---,10.2874874 7.5455474 0.0 20.0,yes,beaab3ca-6682-4503-8f4b-c50449cb4ab1,2026-05-04 00:02:00,2026-05-04,tester,2026-05-04 00:02:16,https://www.commcarehq.org/form/fc0adbd8-123b-49b2-998e-b357f19db98c,tester,True
933,bf636e28-cb54-4df6-98a4-81b81d694791,community_07,Ibrahim,Ahmed,female,1987-05-13,72502294975.0,08004510202,https://www.commcarehq.org/photos/farmer_933.jpg,10,crop_farming,19,family_land,1,rain-fed,---,rice groundnuts,0.6,---,3.5,---,---,---,10.3061195 7.2304319 0.0 20.0,yes,b395eeb7-7c8e-456f-b466-8185ddbe74a4,2026-06-24 00:07:00,2026-06-24,tester,2026-06-24 00:07:16,https://www.commcarehq.org/form/bf636e28-cb54-4df6-98a4-81b81d694791,tester,True
934,85223cb4-b7b8-418b-9e51-4cae2e61cced,community_02,Samuel,David,male,2008-04-13,23364663320.0,08045719713,https://www.commcarehq.org/photos/farmer_934.jpg,1,mixed_farming,1,family_land,2,borehole,---,rice groundnuts,2.9,---,0.5,goats rabbits,12,27,10.5498691 7.501605 0.0 20.0,yes,4289a90c-d653-438e-a33c-ed60bc4ac6d6,2026-03-01 00:08:00,2026-03-01,tester,2026-03-01 00:08:05,https://www.commcarehq.org/form/85223cb4-b7b8-418b-9e51-4cae2e61cced,tester,True
935,ae88f7c7-be74-47d3-b1ed-9c069c68a532,community_01,Grace,Eze,female,1998-01-16,13681345514.0,08026316206,https://www.commcarehq.org/photos/farmer_935.jpg,3,crop_farming,5,owned,1,rain-fed,---,maize groundnuts,1.1,3.5,---,goats,16,---,10.2198044 7.2027749 0.0 20.0,yes,a68fd20e-4f3f-4c30-b2e9-a5834cc42daf,2026-02-28 00:02:00,2026-02-28,tester,2026-02-28 00:02:19,https://www.commcarehq.org/form/ae88f7c7-be74-47d3-b1ed-9c069c68a532,tester,True
936,1076902f-76ae-4442-8c06-3635cab431e5,community_03,Ahmed,Ahmed,female,1988-03-14,18623343023.0,08041169275,https://www.commcarehq.org/photos/farmer_936.jpg,1,crop_farming,3,family_land,1,rain-fed,---,groundnuts maize,1.8,0.9,---,rabbits,---,3,10.2715081 7.216583 0.0 20.0,yes,55106057-3440-4716-9124-bd3c1b51c7da,2026-01-17 00:07:00,2026-01-17,tester,2026-01-17 00:07:20,https://www.commcarehq.org/form/1076902f-76ae-4442-8c06-3635cab431e5,tester,True
937,d239e7d5-4121-441b-b5bb-abc41d58d1bb,community_05,Joy,Mohammed,female,1985-05-27,64409905725.0,08023844541,https://www.commcarehq.org/photos/farmer_937.jpg,2,crop_farming,22,family_land,2,rain-fed,---,groundnuts,1.9,---,---,rabbits,---,5,10.5655656 7.2399194 0.0 20.0,yes,b3dcc5e9-4d2e-43fb-a6ef-fa1637ae1880,2026-03-12 00:08:00,2026-03-12,tester,2026-03-12 00:08:15,https://www.commcarehq.org/form/d239e7d5-4121-441b-b5bb-abc41d58d1bb,tester,True
938,422e974b-01f5-4f24-a519-034dd310dfee,community_05,Ruth,Abdullahi,female,1980-06-06,28632976876.0,08023045743,https://www.commcarehq.org/photos/farmer_938.jpg,3,livestock_farming,25,family_land,1,borehole,---,groundnuts maize rice,2.9,2.3,2.3,goats,16,---,10.3290381 7.2758386 0.0 20.0,yes,291775b1-66c3-4b99-b256-60e6d43da6e6,2026-06-08 00:04:00,2026-06-08,tester,2026-06-08 00:04:10,https://www.commcarehq.org/form/422e974b-01f5-4f24-a519-034dd310dfee,tester,True
939,4940ac34-8b96-4c56-9f4d-d4fb9087ff6b,community_04,Esther,Okafor,male,1970-07-18,92340524177.0,08069277861,https://www.commcarehq.org/photos/farmer_939.jpg,1,crop_farming,28,owned,3,rain-fed,---,maize rice,---,2.1,2.9,goats,19,---,10.4891346 7.3571595 0.0 20.0,yes,ee5d4984-8e56-4c03-bae5-c7ea251a7244,2026-02-03 00:07:00,2026-02-03,tester,2026-02-03 00:07:12,https://www.commcarehq.org/form/4940ac34-8b96-4c56-9f4d-d4fb9087ff6b,tester,True
940,d3dc4e70-db3b-45fb-9417-9b1f2b278182,community_04,Mercy,Balogun,male,1980-04-18,,08012988889,https://www.commcarehq.org/photos/farmer_940.jpg,8,crop_farming,7,owned,6,river_stream,---,maize,---,2.9,---,goats,24,---,10.2708211 7.5494667 0.0 20.0,yes,0de3ec85-4996-4cc4-9d68-05464410fb57,2026-02-13 00:08:00,2026-02-13,tester,2026-02-13 00:08:18,https://www.commcarehq.org/form/d3dc4e70-db3b-45fb-9417-9b1f2b278182,tester,True
941,fadcba5c-ad55-44f4-b7f9-975cbe915cad,community_02,John,Daniel,male,2004-02-21,37086137117.0,08022104252,https://www.commcarehq.org/photos/farmer_941.jpg,7,crop_farming,1,family_land,3,rain-fed,---,maize rice groundnuts,1.8,5.9,0.8,rabbits,---,28,10.3092443 7.3964477 0.0 20.0,yes,5f29ae6a-c3f8-471e-ac8d-8534191c9315,2026-03-06 00:07:00,2026-03-06,tester,2026-03-06 00:07:17,https://www.commcarehq.org/form/fadcba5c-ad55-44f4-b7f9-975cbe915cad,tester,True
942,6fc7a574-8b35-4e28-88a7-8272e53abd7c,community_02,Blessing,Eze,female,1961-03-10,53827123811.0,08029683683,https://www.commcarehq.org/photos/farmer_942.jpg,2,crop_farming,42,owned,3,rain-fed,---,groundnuts rice maize,1.3,3.3,3.6,goats,12,---,10.5990569 7.2102844 0.0 20.0,yes,6b73129a-9d3e-460f-b59b-0319885399d3,2026-02-05 00:04:00,2026-02-05,tester,2026-02-05 00:04:17,https://www.commcarehq.org/form/6fc7a574-8b35-4e28-88a7-8272e53abd7c,tester,True
943,60574634-f4b7-44f2-88e1-fd983b72b5a0,community_07,Naomi,Garba,female,1980-04-17,17493760783.0,08096960473,https://www.commcarehq.org/photos/farmer_943.jpg,2,crop_farming,10,family_land,1,borehole,---,maize groundnuts rice,1.3,3.0,3.5,goats,4,---,10.2035955 7.2429924 0.0 20.0,yes,e8bc9e80-5f84-4bf1-a16b-83cb7aa60a81,2026-01-01 00:03:00,2026-01-01,tester,2026-01-01 00:03:11,https://www.commcarehq.org/form/60574634-f4b7-44f2-88e1-fd983b72b5a0,tester,True
944,ca41b512-495f-43b5-b58a-e78d174fc5a8,community_01,Grace,Yusuf,female,1973-11-10,85681550095.0,08049896115,https://www.commcarehq.org/photos/farmer_944.jpg,3,mixed_farming,10,owned,2,borehole,---,rice maize groundnuts,0.9,6.1,2.8,goats,10,---,10.254566 7.3569026 0.0 20.0,yes,c6552593-c8fa-47fc-983b-aea85c3541c6,2026-02-27 00:08:00,2026-02-27,tester,2026-02-27 00:08:20,https://www.commcarehq.org/form/ca41b512-495f-43b5-b58a-e78d174fc5a8,tester,True
945,00256b63-f5f7-4092-a200-7a8bc60e9e97,community_01,Yusuf,Tanko,male,1990-09-17,95328718085.0,08029662747,https://www.commcarehq.org/photos/farmer_945.jpg,7,crop_farming,16,owned,2,rain-fed,---,groundnuts maize rice,1.6,3.3,3.0,goats,13,---,10.4420977 7.4919053 0.0 20.0,yes,1e5cacf9-a483-4a1a-9c51-f02ddaa65304,2026-03-23 00:02:00,2026-03-23,tester,2026-03-23 00:02:13,https://www.commcarehq.org/form/00256b63-f5f7-4092-a200-7a8bc60e9e97,tester,True
946,ae2a8de0-49cc-43c2-8915-13e29cd3c4ba,community_06,Peter,Okafor,male,1990-06-27,,08057669406,https://www.commcarehq.org/photos/farmer_946.jpg,4,livestock_farming,13,owned,2,rain-fed,---,groundnuts,0.6,---,---,rabbits,---,12,10.4653143 7.3518758 0.0 20.0,yes,432360c0-93e8-4a68-b3b6-cf57ddc5def5,2026-03-15 00:02:00,2026-03-15,tester,2026-03-15 00:02:05,https://www.commcarehq.org/form/ae2a8de0-49cc-43c2-8915-13e29cd3c4ba,tester,True
947,0a392e08-3718-45e5-ad72-0d5d0b4a64a5,community_06,Sarah,Tanko,male,1985-10-28,94980987468.0,08063338644,https://www.commcarehq.org/photos/farmer_947.jpg,8,mixed_farming,14,leased,2,rain-fed,---,maize,---,5.8,---,goats,25,---,10.3410479 7.5681939 0.0 20.0,yes,da7a2352-558b-4f79-ba6f-a3c87052d805,2026-01-20 00:03:00,2026-01-20,tester,2026-01-20 00:03:10,https://www.commcarehq.org/form/0a392e08-3718-45e5-ad72-0d5d0b4a64a5,tester,True
948,7c2337e8-5eed-4a7b-b36a-fe0cd77b0fd0,community_07,Joy,Balogun,male,1988-09-10,,08006878856,https://www.commcarehq.org/photos/farmer_948.jpg,4,mixed_farming,14,owned,1,rain-fed,---,maize groundnuts,0.9,5.4,---,---,---,---,10.215219 7.2003686 0.0 20.0,yes,f5274131-db9d-4340-b43e-53ef3e937d03,2026-01-23 00:04:00,2026-01-23,tester,2026-01-23 00:04:07,https://www.commcarehq.org/form/7c2337e8-5eed-4a7b-b36a-fe0cd77b0fd0,tester,True
949,c586a750-93b9-4933-956d-9581924b9949,community_07,Musa,Peter,male,1969-02-02,85998282694.0,08037298321,https://www.commcarehq.org/photos/farmer_949.jpg,5,mixed_farming,11,owned,1,rain-fed,---,groundnuts rice,1.2,---,1.9,goats,21,---,10.3984105 7.3795294 0.0 20.0,yes,bc592bd8-2bf7-4f76-bcb8-31618291167b,2026-06-16 00:05:00,2026-06-16,tester,2026-06-16 00:05:16,https://www.commcarehq.org/form/c586a750-93b9-4933-956d-9581924b9949,tester,True
950,1c17f599-26fe-4595-bcbd-3a037264213e,community_07,Naomi,Haruna,male,1988-06-19,21222625339.0,08048802976,https://www.commcarehq.org/photos/farmer_950.jpg,3,crop_farming,17,family_land,1,river_stream,---,groundnuts rice,2.2,---,2.7,rabbits,---,32,10.5642376 7.4161149 0.0 20.0,yes,b2878500-d7a8-4fb4-b2c0-40117df9db63,2026-06-25 00:02:00,2026-06-25,tester,2026-06-25 00:02:06,https://www.commcarehq.org/form/1c17f599-26fe-4595-bcbd-3a037264213e,tester,True
951,6be9a7ac-961b-4029-b582-acbe1c31aece,community_04,Elizabeth,Usman,male,1952-11-06,,08074839332,https://www.commcarehq.org/photos/farmer_951.jpg,7,livestock_farming,33,owned,2,borehole,---,maize,---,5.1,---,rabbits,---,5,10.255884 7.4497048 0.0 20.0,yes,06973990-c512-4757-b62e-69a1d3f11aa4,2026-04-06 00:03:00,2026-04-06,tester,2026-04-06 00:03:12,https://www.commcarehq.org/form/6be9a7ac-961b-4029-b582-acbe1c31aece,tester,True
952,d183e382-b50d-4862-b0e5-0e30c707c7e7,community_06,Mercy,Eze,female,1997-03-03,36123043331.0,08037095374,https://www.commcarehq.org/photos/farmer_952.jpg,10,mixed_farming,7,owned,2,rain-fed,---,groundnuts maize rice,2.5,3.4,1.1,---,---,---,10.3680262 7.3142597 0.0 20.0,yes,66a7ed8b-b546-48c4-924c-bab886d8e76b,2026-03-07 00:07:00,2026-03-07,tester,2026-03-07 00:07:09,https://www.commcarehq.org/form/d183e382-b50d-4862-b0e5-0e30c707c7e7,tester,True
953,b94ed1d6-6059-42b2-b8ee-ff9e11915c24,community_03,Naomi,Haruna,female,1996-04-10,66065129117.0,08058936177,https://www.commcarehq.org/photos/farmer_953.jpg,5,crop_farming,2,owned,5,rain-fed,---,rice groundnuts maize,2.6,2.6,0.8,---,---,---,10.432951 7.499656 0.0 20.0,yes,31dc87f2-799d-4c8b-ad90-10c26b1e1219,2026-03-12 00:04:00,2026-03-12,tester,2026-03-12 00:04:17,https://www.commcarehq.org/form/b94ed1d6-6059-42b2-b8ee-ff9e11915c24,tester,True
954,8b5fb847-82b6-4977-8416-468ea1d98b11,community_05,Musa,Ahmed,male,1974-03-15,,08002918987,https://www.commcarehq.org/photos/farmer_954.jpg,6,crop_farming,1,family_land,3,borehole,---,rice maize groundnuts,0.8,4.6,1.8,---,---,---,10.4464262 7.5013697 0.0 20.0,yes,06fafc02-26f7-4e86-ae6a-fae7085e9ebe,2026-02-06 00:08:00,2026-02-06,tester,2026-02-06 00:08:15,https://www.commcarehq.org/form/8b5fb847-82b6-4977-8416-468ea1d98b11,tester,True
955,0cb829e9-8607-4ba9-8e20-fa645b0398dc,community_07,Suleiman,Peter,female,1985-07-23,70459042622.0,08047842802,https://www.commcarehq.org/photos/farmer_955.jpg,12,mixed_farming,5,family_land,5,rain-fed,---,groundnuts maize,1.4,4.4,---,---,---,---,10.4666559 7.2804875 0.0 20.0,yes,e3c65764-4f75-4796-af71-578eb5268b1d,2026-05-24 00:08:00,2026-05-24,tester,2026-05-24 00:08:17,https://www.commcarehq.org/form/0cb829e9-8607-4ba9-8e20-fa645b0398dc,tester,True
956,07264872-870a-4bd8-bf1b-0ac057251bf8,community_04,Naomi,Yakubu,male,2002-07-24,80399932171.0,08090346344,https://www.commcarehq.org/photos/farmer_956.jpg,6,livestock_farming,1,owned,2,rain-fed,---,maize groundnuts,1.4,5.8,---,goats,24,---,10.5454475 7.2287005 0.0 20.0,yes,4768079c-67f0-4658-8188-7f3c3a9ce3ca,2026-03-27 00:05:00,2026-03-27,tester,2026-03-27 00:05:11,https://www.commcarehq.org/form/07264872-870a-4bd8-bf1b-0ac057251bf8,tester,True
957,349ad848-7238-4d5e-9ddc-306a5c59e700,community_02,James,Philip,male,2005-12-27,20325491636.0,08050179473,https://www.commcarehq.org/photos/farmer_957.jpg,8,mixed_farming,3,owned,3,other,Spring Water,groundnuts,1.9,---,---,rabbits,---,12,10.3978642 7.2203801 0.0 20.0,yes,1f89aea9-2205-4c03-a491-c5ba3284dee8,2026-04-10 00:06:00,2026-04-10,tester,2026-04-10 00:06:10,https://www.commcarehq.org/form/349ad848-7238-4d5e-9ddc-306a5c59e700,tester,True
958,e662ed46-8656-44f2-b696-9594c4a14d35,community_02,Daniel,Haruna,female,2004-04-29,26927717830.0,08012570421,https://www.commcarehq.org/photos/farmer_958.jpg,2,livestock_farming,1,family_land,2,rain-fed,---,groundnuts maize,2.5,1.5,---,goats,8,---,10.38818 7.4564693 0.0 20.0,yes,d7f3f70b-d483-4f42-94b3-c963e5c253a3,2026-04-27 00:04:00,2026-04-27,tester,2026-04-27 00:04:17,https://www.commcarehq.org/form/e662ed46-8656-44f2-b696-9594c4a14d35,tester,True
959,74df9c2a-1f5a-440f-b73b-2fe759ddbc60,community_04,Musa,Isa,female,1985-07-11,,08088727407,https://www.commcarehq.org/photos/farmer_959.jpg,5,crop_farming,23,leased,1,rain-fed,---,rice groundnuts maize,2.6,1.0,2.4,rabbits,---,17,10.5339218 7.4160171 0.0 20.0,yes,c08c9219-b7e4-44ff-b7fd-d2c32db8b93a,2026-04-20 00:08:00,2026-04-20,tester,2026-04-20 00:08:15,https://www.commcarehq.org/form/74df9c2a-1f5a-440f-b73b-2fe759ddbc60,tester,True
960,5c3557e7-48f6-442f-ab06-8c1d8d0cfdf8,community_04,David,Peter,female,1982-08-14,,08087095046,https://www.commcarehq.org/photos/farmer_960.jpg,4,crop_farming,13,family_land,3,rain-fed,---,rice,---,---,1.4,goats,12,---,10.3119524 7.2040684 0.0 20.0,yes,3abac01e-7535-40b1-b119-662270bb2185,2026-06-25 00:05:00,2026-06-25,tester,2026-06-25 00:05:06,https://www.commcarehq.org/form/5c3557e7-48f6-442f-ab06-8c1d8d0cfdf8,tester,True
961,f3b41a57-58bf-41c1-9678-116d0daa481a,community_05,Ahmed,Adeyemi,female,1966-03-23,58183982454.0,08061761238,https://www.commcarehq.org/photos/farmer_961.jpg,6,crop_farming,7,owned,6,rain-fed,---,maize rice,---,3.8,2.1,goats,24,---,10.3592068 7.2607051 0.0 20.0,yes,617d9d58-4966-483e-ad0a-f1fc6b6eb30f,2026-06-09 00:04:00,2026-06-09,tester,2026-06-09 00:04:07,https://www.commcarehq.org/form/f3b41a57-58bf-41c1-9678-116d0daa481a,tester,True
962,b61d5647-9690-406d-9266-13d8350cdc80,community_04,Rebecca,Abdullahi,female,1958-11-01,21652426778.0,08032442030,https://www.commcarehq.org/photos/farmer_962.jpg,5,crop_farming,11,leased,3,borehole,---,rice,---,---,2.8,---,---,---,10.4254214 7.525842 0.0 20.0,yes,518ac391-8b68-48c2-891b-3c9cb2133706,2026-02-03 00:06:00,2026-02-03,tester,2026-02-03 00:06:14,https://www.commcarehq.org/form/b61d5647-9690-406d-9266-13d8350cdc80,tester,True
963,ac8d4a4d-c31e-4a1c-b079-8d57724c90ce,community_04,James,Okafor,female,1992-01-28,70072643188.0,08080895460,https://www.commcarehq.org/photos/farmer_963.jpg,8,mixed_farming,3,family_land,3,rain-fed,---,rice groundnuts,0.9,---,1.2,---,---,---,10.5137215 7.3458374 0.0 20.0,yes,a0f73af5-5ab2-473a-a286-59ab2e767645,2026-06-01 00:08:00,2026-06-01,tester,2026-06-01 00:08:11,https://www.commcarehq.org/form/ac8d4a4d-c31e-4a1c-b079-8d57724c90ce,tester,True
964,7567c922-7530-4d9e-ae34-1cc27f07d668,community_03,Amina,Philip,male,1975-04-27,65966391497.0,08035320559,https://www.commcarehq.org/photos/farmer_964.jpg,10,livestock_farming,14,owned,4,rain-fed,---,rice maize groundnuts,2.6,3.1,1.3,goats rabbits,2,30,10.2894181 7.5097379 0.0 20.0,yes,160c3e6e-ba9e-4634-9b0d-7ba5b208186c,2026-04-07 00:04:00,2026-04-07,tester,2026-04-07 00:04:18,https://www.commcarehq.org/form/7567c922-7530-4d9e-ae34-1cc27f07d668,tester,True
965,f51c7c08-3132-4a7e-8996-0a61a6be4c3d,community_03,Samuel,Ojo,male,1986-01-15,56630955272.0,08042814433,https://www.commcarehq.org/photos/farmer_965.jpg,6,crop_farming,20,owned,3,rain-fed,---,rice maize,---,5.0,1.3,---,---,---,10.4069937 7.4010455 0.0 20.0,yes,0fee4d07-e21b-44ab-bd5a-b25315c4f527,2026-01-15 00:08:00,2026-01-15,tester,2026-01-15 00:08:10,https://www.commcarehq.org/form/f51c7c08-3132-4a7e-8996-0a61a6be4c3d,tester,True
